smiles,reactants,reaction_names,num_steps,compound_set,batch,hits,name,outputs
Cc1ccc(OCC(=O)N(C)C)cc1NC(=O)CO,"[('Cc1ccc(O)cc1N', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1ccc(O)cc1NC(=O)CO[Si](C)(C)C(C)(C)C', ('Cc1ccc(O)cc1NC(=O)CO', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0922-x0732-merge-1-5,9,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,CDTYWNHOSQYEGO-UHFFFAOYSA-N,none
Cc1ccc(OCC(=O)N(C)C)cc1NC(=O)CO,"[('Cc1ccc(O)cc1N', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1ccc(O)cc1NC(=O)CO[Si](C)(C)C(C)(C)C', ('Cc1ccc(O)cc1NC(=O)CO', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0922-x0732-merge-1-6,9,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,CDTYWNHOSQYEGO-UHFFFAOYSA-N,to_hippo
CN(C)C(=O)COCC(=O)Nc1cc(O)ccc1F,"[('Fc1ccc(O)cc1N', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'CC(C)(C)[Si](C)(C)OCC(=O)Nc1cc(O)ccc1F', ('O=C(CO)Nc1cc(O)ccc1F', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0922-x0732-merge-1-7,9,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,BTQQVRBHNACNKU-UHFFFAOYSA-N,extra
Cc1ccc(NC(=O)COCC(=O)N(C)C)cc1O,"[('Nc1cc(O)c(C)cc1', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1ccc(NC(=O)CO[Si](C)(C)C(C)(C)C)cc1O', ('Cc1ccc(NC(=O)CO)cc1O', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0922-x0732-merge-1-8,10,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,JSUPXYZROWADPA-UHFFFAOYSA-N,to_hippo
Cc1cc(C)c(NC(=O)COCC(=O)N(C)C)cc1O,"[('Nc1cc(O)c(C)cc1C', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'Cc1cc(C)c(NC(=O)CO[Si](C)(C)C(C)(C)C)cc1O', ('Cc1cc(C)c(NC(=O)CO)cc1O', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0922-x0732-merge-1-9,10,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,YXOSKKANWJIJOY-UHFFFAOYSA-N,to_hippo
CN(C)C(=O)COCC(=O)Nc1cncc(O)c1,"[('Nc1cncc(O)c1', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'CC(C)(C)[Si](C)(C)OCC(=O)Nc1cncc(O)c1', ('O=C(CO)Nc1cncc(O)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0922-x0732-merge-1-10,10,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,ZSOZJLJKIBSDKD-UHFFFAOYSA-N,base-check
CN(C)C(=O)COCC(=O)Nc1ccnc(O)c1,"[('Nc1ccnc(O)c1', 'C(O)(=O)CO[Si](C(C)(C)C)(C)C'), 'CC(C)(C)[Si](C)(C)OCC(=O)Nc1ccnc(O)c1', ('O=C(CO)Nc1ccnc(O)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0922-x0732-merge-1-11,10,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,KSFNSNPCFGKGTN-UHFFFAOYSA-N,base-check
Cc1cc(NC(=O)CS)cc(OCC(=O)N(C)C)c1,"[('Cc1cc(O)cc(N)c1', 'O=C(O)CS'), ('Cc1cc(O)cc(NC(=O)CS)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,x0922-x0732-merge-2-1,10,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,LXCOIZPPHPZJLW-UHFFFAOYSA-N,none
Cc1cnc(OCC(=O)N(C)C)cc1NC(=O)CS,"[('Cc1cnc(O)cc1N', 'O=C(O)CS'), ('Cc1cnc(O)cc1NC(=O)CS', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,x0922-x0732-merge-2-2,10,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,CUHAEOJAXNJLLL-UHFFFAOYSA-N,base-check
Cc1cc(NC(=O)CS)cc(OCC(=O)N(C)C)c1,"[('Cc1cc(O)cc(N)c1', 'O=C(O)CS'), ('Cc1cc(O)cc(NC(=O)CS)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,x0922-x0732-merge-2-3,10,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,LXCOIZPPHPZJLW-UHFFFAOYSA-N,to_hippo
CN(C)C(=O)COc1cccc(NC(=O)CS)c1,"[('Nc1cccc(O)c1', 'O=C(O)CS'), ('O=C(CS)Nc1cccc(O)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,x0922-x0732-merge-2-4,10,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,LCSKLVVSOFHOOO-UHFFFAOYSA-N,to_hippo
Cc1ccc(OCC(=O)N(C)C)cc1NC(=O)CS,"[('Cc1ccc(O)cc1N', 'O=C(O)CS'), ('Cc1ccc(O)cc1NC(=O)CS', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,x0922-x0732-merge-2-5,10,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,YMFXTZASBGMLKF-UHFFFAOYSA-N,none
Cc1ccc(OCC(=O)N(C)C)cc1NC(=O)CS,"[('Cc1ccc(O)cc1N', 'O=C(O)CS'), ('Cc1ccc(O)cc1NC(=O)CS', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,x0922-x0732-merge-2-6,10,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,YMFXTZASBGMLKF-UHFFFAOYSA-N,to_hippo
CN(C)C(=O)COc1ccc(F)c(NC(=O)CS)c1,"[('Fc1ccc(O)cc1N', 'O=C(O)CS'), ('O=C(CS)Nc1cc(O)ccc1F', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,x0922-x0732-merge-2-7,11,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,BAOZEGOGVWZOIX-UHFFFAOYSA-N,to_hippo
Cc1ccc(NC(=O)CS)cc1OCC(=O)N(C)C,"[('Nc1cc(O)c(C)cc1', 'O=C(O)CS'), ('Cc1ccc(NC(=O)CS)cc1O', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,x0922-x0732-merge-2-8,11,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,NXZSZVCYCCPQSP-UHFFFAOYSA-N,to_hippo
Cc1cc(C)c(OCC(=O)N(C)C)cc1NC(=O)CS,"[('Nc1cc(O)c(C)cc1C', 'O=C(O)CS'), ('Cc1cc(C)c(NC(=O)CS)cc1O', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,x0922-x0732-merge-2-9,11,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,RWYKVNCVGBRENI-UHFFFAOYSA-N,to_hippo
CN(C)C(=O)COc1cncc(NC(=O)CS)c1,"[('Nc1cncc(O)c1', 'O=C(O)CS'), ('O=C(CS)Nc1cncc(O)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,x0922-x0732-merge-2-10,11,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,ZFGIZJRJYCRRHS-UHFFFAOYSA-N,to_hippo
CN(C)C(=O)COc1cc(NC(=O)CS)ccn1,"[('Nc1ccnc(O)c1', 'O=C(O)CS'), ('O=C(CS)Nc1ccnc(O)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,x0922-x0732-merge-2-11,11,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,BTUBGYUTZVMOQE-UHFFFAOYSA-N,to_hippo
CN(C)C(=O)COc1cc(OCC(=O)N2CCOCC2)ccc1F,"[('C[Si](C)(Oc1cc(O)ccc1F)C(C)(C)C', 'O=C(CCl)N1CCOCC1'), 'CC(C)(C)[Si](C)(C)Oc1cc(OCC(=O)N2CCOCC2)ccc1F', ('O=C(COc1ccc(F)c(O)c1)N1CCOCC1', 'CN(C)C(=O)CCl')]","['Williamson_ether_synthesis', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0922-x0739-merge-2-1,11,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0739_A_147_A71EV2A-x0501+A+152+1,CYSUOTMKUDBMFZ-UHFFFAOYSA-N,to_hippo
CN(C)C(=O)COc1cccc(OCC(=O)N2CCOCC2)c1,"[('CC(C)(C)[Si](C)(C)Oc1cccc(O)c1', 'O=C(CCl)N1CCOCC1'), 'CC(C)(C)[Si](C)(C)Oc1cccc(OCC(=O)N2CCOCC2)c1', ('O=C(COc1cccc(O)c1)N1CCOCC1', 'CN(C)C(=O)CCl')]","['Williamson_ether_synthesis', 'TBS_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0922-x0739-merge-2-2,11,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0739_A_147_A71EV2A-x0501+A+152+1,LTURCBNOKGSFTI-UHFFFAOYSA-N,to_hippo
Cc1cc(OCC(=O)N(C)C)cc(OCC(=O)N2CCOCC2)c1,"[('Cc1cc(OCc2ccccc2)cc(O)c1', 'O=C(CCl)N1CCOCC1'), 'Cc1cc(OCC(=O)N2CCOCC2)cc(OCc2ccccc2)c1', ('Cc1cc(O)cc(OCC(=O)N2CCOCC2)c1', 'CN(C)C(=O)CCl')]","['Williamson_ether_synthesis', 'Benzyl_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0922-x0739-merge-2-3,11,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0739_A_147_A71EV2A-x0501+A+152+1,WFKUTQSRODQJFO-UHFFFAOYSA-N,output
CN(C)C(=O)COc1ccnc(OCC(=O)N2CCOCC2)c1,"[('Oc1cc(OCc2ccccc2)ccn1', 'O=C(CCl)N1CCOCC1'), 'O=C(COc1cc(OCc2ccccc2)ccn1)N1CCOCC1', ('O=C(COc1cc(O)ccn1)N1CCOCC1', 'CN(C)C(=O)CCl')]","['Williamson_ether_synthesis', 'Benzyl_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0922-x0739-merge-2-4,11,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0739_A_147_A71EV2A-x0501+A+152+1,MFVVKWWGPFFRCH-UHFFFAOYSA-N,to_hippo
Cc1ccc(OCC(=O)N(C)C)cc1OCC(=O)N1CCOCC1,"[('Cc1ccc(OCc2ccccc2)cc1O', 'O=C(CCl)N1CCOCC1'), 'Cc1ccc(OCc2ccccc2)cc1OCC(=O)N1CCOCC1', ('Cc1ccc(O)cc1OCC(=O)N1CCOCC1', 'CN(C)C(=O)CCl')]","['Williamson_ether_synthesis', 'Benzyl_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0922-x0739-merge-2-5,11,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0739_A_147_A71EV2A-x0501+A+152+1,HWHRLRWYYRBVIM-UHFFFAOYSA-N,output
Cc1ccc(OCC(=O)N2CCOCC2)cc1OCC(=O)N(C)C,"[('Oc1cc(OCc2ccccc2)c(C)cc1', 'O=C(CCl)N1CCOCC1'), 'Cc1ccc(OCC(=O)N2CCOCC2)cc1OCc1ccccc1', ('Cc1ccc(OCC(=O)N2CCOCC2)cc1O', 'CN(C)C(=O)CCl')]","['Williamson_ether_synthesis', 'Benzyl_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0922-x0739-merge-2-6,12,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0739_A_147_A71EV2A-x0501+A+152+1,ALCJNIPCFITZHL-UHFFFAOYSA-N,output
CN(C)C(=O)COc1cncc(OCC(=O)N2CCOCC2)c1,"[('Oc1cncc(OCc2ccccc2)c1', 'O=C(CCl)N1CCOCC1'), 'O=C(COc1cncc(OCc2ccccc2)c1)N1CCOCC1', ('O=C(COc1cncc(O)c1)N1CCOCC1', 'CN(C)C(=O)CCl')]","['Williamson_ether_synthesis', 'Benzyl_alcohol_deprotection', 'Williamson_ether_synthesis']",3,x0922-x0739-merge-2-7,12,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0739_A_147_A71EV2A-x0501+A+152+1,VQRSSBXPBMCVSS-UHFFFAOYSA-N,to_hippo
Cc1cc(NC(=O)C2CCCO2)cc(OCC(=O)N(C)C)c1,"[('Cc1cc(O)cc(N)c1', 'O=C(O)C1CCCO1'), ('Cc1cc(O)cc(NC(=O)C2CCCO2)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,x0922-x0416-merge-1-1,12,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0416_A_147_A71EV2A-x0501+A+152+1,PQHLNDLJASDWNV-UHFFFAOYSA-N,to_hippo
Cc1cnc(OCC(=O)N(C)C)cc1NC(=O)C1CCCO1,"[('Cc1cnc(O)cc1N', 'O=C(O)C1CCCO1'), ('Cc1cnc(O)cc1NC(=O)C1CCCO1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,x0922-x0416-merge-1-2,12,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0416_A_147_A71EV2A-x0501+A+152+1,TUOVBPCFRQFYGO-UHFFFAOYSA-N,extra
Cc1cc(NC(=O)C2CCCO2)cc(OCC(=O)N(C)C)c1,"[('Cc1cc(O)cc(N)c1', 'O=C(O)C1CCCO1'), ('Cc1cc(O)cc(NC(=O)C2CCCO2)c1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,x0922-x0416-merge-1-3,12,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0416_A_147_A71EV2A-x0501+A+152+1,PQHLNDLJASDWNV-UHFFFAOYSA-N,to_hippo
CN(C)C(=O)COc1cccc(NC(=O)C2CCCO2)c1,"[('Nc1cccc(O)c1', 'O=C(O)C1CCCO1'), ('O=C(Nc1cccc(O)c1)C1CCCO1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,x0922-x0416-merge-1-4,12,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0416_A_147_A71EV2A-x0501+A+152+1,LMYUQMVBTHTOSP-UHFFFAOYSA-N,to_hippo
Cc1ccc(OCC(=O)N(C)C)cc1NC(=O)C1CCCO1,"[('Cc1ccc(O)cc1N', 'O=C(O)C1CCCO1'), ('Cc1ccc(O)cc1NC(=O)C1CCCO1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,x0922-x0416-merge-1-5,12,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0416_A_147_A71EV2A-x0501+A+152+1,PJIKIJXNWWFHAS-UHFFFAOYSA-N,none
Cc1ccc(OCC(=O)N(C)C)cc1NC(=O)C1CCCO1,"[('Cc1ccc(O)cc1N', 'O=C(O)C1CCCO1'), ('Cc1ccc(O)cc1NC(=O)C1CCCO1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,x0922-x0416-merge-1-6,12,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0416_A_147_A71EV2A-x0501+A+152+1,PJIKIJXNWWFHAS-UHFFFAOYSA-N,to_hippo
CN(C)C(=O)COc1ccc(F)c(NC(=O)C2CCCO2)c1,"[('Fc1ccc(O)cc1N', 'O=C(O)C1CCCO1'), ('O=C(Nc1cc(O)ccc1F)C1CCCO1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,x0922-x0416-merge-1-7,12,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0416_A_147_A71EV2A-x0501+A+152+1,KTCXBEVEMLTTEF-UHFFFAOYSA-N,to_hippo
Cc1ccc(NC(=O)C2CCCO2)cc1OCC(=O)N(C)C,"[('Nc1cc(O)c(C)cc1', 'O=C(O)C1CCCO1'), ('Cc1ccc(NC(=O)C2CCCO2)cc1O', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,x0922-x0416-merge-1-8,12,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0416_A_147_A71EV2A-x0501+A+152+1,CGGHTLUHFDFCAS-UHFFFAOYSA-N,to_hippo
Cc1cc(C)c(OCC(=O)N(C)C)cc1NC(=O)C1CCCO1,"[('Nc1cc(O)c(C)cc1C', 'O=C(O)C1CCCO1'), ('Cc1cc(C)c(NC(=O)C2CCCO2)cc1O', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,x0922-x0416-merge-1-9,13,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0416_A_147_A71EV2A-x0501+A+152+1,SRDGULMUCFCNKM-UHFFFAOYSA-N,to_hippo
CN(C)C(=O)COc1cncc(NC(=O)C2CCCO2)c1,"[('Nc1cncc(O)c1', 'O=C(O)C1CCCO1'), ('O=C(Nc1cncc(O)c1)C1CCCO1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,x0922-x0416-merge-1-10,13,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0416_A_147_A71EV2A-x0501+A+152+1,JOQRKFCIIQYZLX-UHFFFAOYSA-N,to_hippo
CN(C)C(=O)COc1cc(NC(=O)C2CCCO2)ccn1,"[('Nc1ccnc(O)c1', 'O=C(O)C1CCCO1'), ('O=C(Nc1ccnc(O)c1)C1CCCO1', 'CN(C)C(=O)CCl')]","['Amidation', 'Williamson_ether_synthesis']",2,x0922-x0416-merge-1-11,13,A71EV2A-x0922_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0416_A_147_A71EV2A-x0501+A+152+1,PYNBBVRZWAORJG-UHFFFAOYSA-N,base-check
N#CCC(=O)Nc1ccccc1(NC(=O)CO),"[('CC(C)(C)OC(=O)Nc1ccccc1(N)', 'O=C(O)CO'), 'CC(C)(C)OC(=O)Nc1ccccc1(NC(=O)CO)', ('c1cccc(NC(=O)CO)c1(N)', 'N#CCC(=O)O')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0310-x0732-merge-3-1,13,A71EV2A-x0310_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,LISNPGIFHAQIEO-UHFFFAOYSA-N,to_hippo
Cc1cc(NC(=O)CO)c(NC(=O)CC#N)cc1,"[('CC(C)(C)OC(=O)Nc1ccc(C)cc1(N)', 'O=C(O)CO'), 'CC(C)(C)OC(=O)Nc1ccc(C)cc1(NC(=O)CO)', ('c1cc(C)cc(NC(=O)CO)c1(N)', 'N#CCC(=O)O')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0310-x0732-merge-3-2,13,A71EV2A-x0310_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,HZNFTESFLXXWPL-UHFFFAOYSA-N,base-check
N#CCC(=O)Nc1ccncc1(NC(=O)CO),"[('CC(C)(C)OC(=O)Nc1ccncc1(N)', 'O=C(O)CO'), 'CC(C)(C)OC(=O)Nc1ccncc1(NC(=O)CO)', ('c1cncc(NC(=O)CO)c1(N)', 'N#CCC(=O)O')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0310-x0732-merge-3-3,13,A71EV2A-x0310_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,GCAQUNSOGCAEFO-UHFFFAOYSA-N,to_hippo
Cc1cccc(NC(=O)CO)c1NC(=O)CC#N,"[('CC(C)(C)OC(=O)Nc1c(C)cccc1(N)', 'O=C(O)CO'), 'CC(C)(C)OC(=O)Nc1c(C)cccc1(NC(=O)CO)', ('c1(C)cccc(NC(=O)CO)c1(N)', 'N#CCC(=O)O')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0310-x0732-merge-3-4,13,A71EV2A-x0310_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,XBMUEFOOXYBEDQ-UHFFFAOYSA-N,base-check
N#CCC(=O)Nc1c(NC(=O)CO)cccc1F,"[('CC(C)(C)OC(=O)Nc1c(F)cccc1(N)', 'O=C(O)CO'), 'CC(C)(C)OC(=O)Nc1c(F)cccc1(NC(=O)CO)', ('c1(F)cccc(NC(=O)CO)c1(N)', 'N#CCC(=O)O')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0310-x0732-merge-3-5,13,A71EV2A-x0310_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,YREOFFMAGZFGRV-UHFFFAOYSA-N,base-check
c1cc(NC(=O)CO)c(NC(=O)CC#N)cc1F,"[('CC(C)(C)OC(=O)Nc1cc(F)ccc1(N)', 'O=C(O)CO'), 'CC(C)(C)OC(=O)Nc1cc(F)ccc1(NC(=O)CO)', ('c1c(F)ccc(NC(=O)CO)c1(N)', 'N#CCC(=O)O')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0310-x0732-merge-3-6,13,A71EV2A-x0310_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,VXLLSVROUGTXAB-UHFFFAOYSA-N,none
c1cc(NC(=O)CO)c(NC(=O)CC#N)cc1F,"[('CC(C)(C)OC(=O)Nc1cc(C)ccc1(N)', 'O=C(O)CO'), 'CC(C)(C)OC(=O)Nc1cc(C)ccc1(NC(=O)CO)', ('c1c(C)ccc(NC(=O)CO)c1(N)', 'N#CCC(=O)O')]","['Amidation', 'N-Boc_deprotection', 'Amidation']",3,x0310-x0732-merge-3-7,13,A71EV2A-x0310_A_147_A71EV2A-x0501+A+152+1 A71EV2A-x0732_A_201_A71EV2A-x0501+A+152+1,VXLLSVROUGTXAB-UHFFFAOYSA-N,to_hippo
